"Label (Grouping)","Androscoggin County, Maine!!Total!!Estimate","Androscoggin County, Maine!!Total!!Margin of Error","Androscoggin County, Maine!!Native!!Estimate","Androscoggin County, Maine!!Native!!Margin of Error","Androscoggin County, Maine!!Foreign born!!Estimate","Androscoggin County, Maine!!Foreign born!!Margin of Error","Androscoggin County, Maine!!Foreign born; Naturalized citizen!!Estimate","Androscoggin County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Androscoggin County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Androscoggin County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Aroostook County, Maine!!Total!!Estimate","Aroostook County, Maine!!Total!!Margin of Error","Aroostook County, Maine!!Native!!Estimate","Aroostook County, Maine!!Native!!Margin of Error","Aroostook County, Maine!!Foreign born!!Estimate","Aroostook County, Maine!!Foreign born!!Margin of Error","Aroostook County, Maine!!Foreign born; Naturalized citizen!!Estimate","Aroostook County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Aroostook County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Aroostook County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Cumberland County, Maine!!Total!!Estimate","Cumberland County, Maine!!Total!!Margin of Error","Cumberland County, Maine!!Native!!Estimate","Cumberland County, Maine!!Native!!Margin of Error","Cumberland County, Maine!!Foreign born!!Estimate","Cumberland County, Maine!!Foreign born!!Margin of Error","Cumberland County, Maine!!Foreign born; Naturalized citizen!!Estimate","Cumberland County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Cumberland County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Cumberland County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Franklin County, Maine!!Total!!Estimate","Franklin County, Maine!!Total!!Margin of Error","Franklin County, Maine!!Native!!Estimate","Franklin County, Maine!!Native!!Margin of Error","Franklin County, Maine!!Foreign born!!Estimate","Franklin County, Maine!!Foreign born!!Margin of Error","Franklin County, Maine!!Foreign born; Naturalized citizen!!Estimate","Franklin County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Franklin County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Franklin County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Hancock County, Maine!!Total!!Estimate","Hancock County, Maine!!Total!!Margin of Error","Hancock County, Maine!!Native!!Estimate","Hancock County, Maine!!Native!!Margin of Error","Hancock County, Maine!!Foreign born!!Estimate","Hancock County, Maine!!Foreign born!!Margin of Error","Hancock County, Maine!!Foreign born; Naturalized citizen!!Estimate","Hancock County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Hancock County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Hancock County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Kennebec County, Maine!!Total!!Estimate","Kennebec County, Maine!!Total!!Margin of Error","Kennebec County, Maine!!Native!!Estimate","Kennebec County, Maine!!Native!!Margin of Error","Kennebec County, Maine!!Foreign born!!Estimate","Kennebec County, Maine!!Foreign born!!Margin of Error","Kennebec County, Maine!!Foreign born; Naturalized citizen!!Estimate","Kennebec County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Kennebec County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Kennebec County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Knox County, Maine!!Total!!Estimate","Knox County, Maine!!Total!!Margin of Error","Knox County, Maine!!Native!!Estimate","Knox County, Maine!!Native!!Margin of Error","Knox County, Maine!!Foreign born!!Estimate","Knox County, Maine!!Foreign born!!Margin of Error","Knox County, Maine!!Foreign born; Naturalized citizen!!Estimate","Knox County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Knox County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Knox County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Lincoln County, Maine!!Total!!Estimate","Lincoln County, Maine!!Total!!Margin of Error","Lincoln County, Maine!!Native!!Estimate","Lincoln County, Maine!!Native!!Margin of Error","Lincoln County, Maine!!Foreign born!!Estimate","Lincoln County, Maine!!Foreign born!!Margin of Error","Lincoln County, Maine!!Foreign born; Naturalized citizen!!Estimate","Lincoln County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Lincoln County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Lincoln County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Oxford County, Maine!!Total!!Estimate","Oxford County, Maine!!Total!!Margin of Error","Oxford County, Maine!!Native!!Estimate","Oxford County, Maine!!Native!!Margin of Error","Oxford County, Maine!!Foreign born!!Estimate","Oxford County, Maine!!Foreign born!!Margin of Error","Oxford County, Maine!!Foreign born; Naturalized citizen!!Estimate","Oxford County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Oxford County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Oxford County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Penobscot County, Maine!!Total!!Estimate","Penobscot County, Maine!!Total!!Margin of Error","Penobscot County, Maine!!Native!!Estimate","Penobscot County, Maine!!Native!!Margin of Error","Penobscot County, Maine!!Foreign born!!Estimate","Penobscot County, Maine!!Foreign born!!Margin of Error","Penobscot County, Maine!!Foreign born; Naturalized citizen!!Estimate","Penobscot County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Penobscot County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Penobscot County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Piscataquis County, Maine!!Total!!Estimate","Piscataquis County, Maine!!Total!!Margin of Error","Piscataquis County, Maine!!Native!!Estimate","Piscataquis County, Maine!!Native!!Margin of Error","Piscataquis County, Maine!!Foreign born!!Estimate","Piscataquis County, Maine!!Foreign born!!Margin of Error","Piscataquis County, Maine!!Foreign born; Naturalized citizen!!Estimate","Piscataquis County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Piscataquis County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Piscataquis County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Sagadahoc County, Maine!!Total!!Estimate","Sagadahoc County, Maine!!Total!!Margin of Error","Sagadahoc County, Maine!!Native!!Estimate","Sagadahoc County, Maine!!Native!!Margin of Error","Sagadahoc County, Maine!!Foreign born!!Estimate","Sagadahoc County, Maine!!Foreign born!!Margin of Error","Sagadahoc County, Maine!!Foreign born; Naturalized citizen!!Estimate","Sagadahoc County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Sagadahoc County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Sagadahoc County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Somerset County, Maine!!Total!!Estimate","Somerset County, Maine!!Total!!Margin of Error","Somerset County, Maine!!Native!!Estimate","Somerset County, Maine!!Native!!Margin of Error","Somerset County, Maine!!Foreign born!!Estimate","Somerset County, Maine!!Foreign born!!Margin of Error","Somerset County, Maine!!Foreign born; Naturalized citizen!!Estimate","Somerset County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Somerset County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Somerset County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Waldo County, Maine!!Total!!Estimate","Waldo County, Maine!!Total!!Margin of Error","Waldo County, Maine!!Native!!Estimate","Waldo County, Maine!!Native!!Margin of Error","Waldo County, Maine!!Foreign born!!Estimate","Waldo County, Maine!!Foreign born!!Margin of Error","Waldo County, Maine!!Foreign born; Naturalized citizen!!Estimate","Waldo County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Waldo County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Waldo County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","Washington County, Maine!!Total!!Estimate","Washington County, Maine!!Total!!Margin of Error","Washington County, Maine!!Native!!Estimate","Washington County, Maine!!Native!!Margin of Error","Washington County, Maine!!Foreign born!!Estimate","Washington County, Maine!!Foreign born!!Margin of Error","Washington County, Maine!!Foreign born; Naturalized citizen!!Estimate","Washington County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","Washington County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","Washington County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error","York County, Maine!!Total!!Estimate","York County, Maine!!Total!!Margin of Error","York County, Maine!!Native!!Estimate","York County, Maine!!Native!!Margin of Error","York County, Maine!!Foreign born!!Estimate","York County, Maine!!Foreign born!!Margin of Error","York County, Maine!!Foreign born; Naturalized citizen!!Estimate","York County, Maine!!Foreign born; Naturalized citizen!!Margin of Error","York County, Maine!!Foreign born; Not a U.S. citizen!!Estimate","York County, Maine!!Foreign born; Not a U.S. citizen!!Margin of Error"
"    ROOMS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        1 room","","","","","","","","","","","","","","","","","","","","","1.8%","±0.3","1.8%","±0.3","2.2%","±1.3","0.9%","±0.8","4.3%","±3.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.6%","±0.5","1.5%","±0.5","4.0%","±3.3","3.8%","±6.0","4.1%","±5.0"
"        2 or 3 rooms","","","","","","","","","","","","","","","","","","","","","11.8%","±0.7","11.4%","±0.7","18.6%","±4.3","14.3%","±4.9","25.4%","±7.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.0%","±0.7","9.0%","±0.7","9.4%","±5.4","10.0%","±6.3","8.4%","±8.3"
"        4 or 5 rooms","","","","","","","","","","","","","","","","","","","","","31.0%","±0.9","30.8%","±0.9","34.1%","±4.6","31.2%","±5.2","38.7%","±8.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.5%","±1.7","34.1%","±1.7","45.2%","±8.8","39.2%","±10.2","55.3%","±14.9"
"        6 or 7 rooms","","","","","","","","","","","","","","","","","","","","","33.0%","±0.8","33.3%","±0.9","27.7%","±4.7","34.7%","±5.2","16.4%","±6.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2%","±1.5","33.7%","±1.6","22.6%","±5.2","28.3%","±7.8","13.2%","±6.1"
"        8 or more rooms","","","","","","","","","","","","","","","","","","","","","22.3%","±1.0","22.6%","±1.0","17.4%","±3.6","18.8%","±4.9","15.2%","±5.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.7%","±1.2","21.8%","±1.2","18.8%","±6.1","18.7%","±7.5","19.0%","±10.6"
"    Median number of rooms","","","","","","","","","","","","","","","","","","","","","5.8","±0.1","5.8","±0.1","5.2","±0.3","5.7","±0.3","4.5","±0.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.8","±0.2","5.8","±0.1","5.2","±0.2","5.4","±0.4","5.1","±0.2"
"    1.01 or more occupants per room","","","","","","","","","","","","","","","","","","","","","1.5%","±0.3","0.9%","±0.3","12.2%","±3.4","6.2%","±2.8","21.7%","±6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.4%","±0.4","1.2%","±0.4","4.4%","±3.0","2.4%","±2.8","7.6%","±6.0"
"    VEHICLES AVAILABLE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        None","","","","","","","","","","","","","","","","","","","","","6.8%","±0.5","6.3%","±0.5","14.1%","±3.0","8.2%","±3.7","23.5%","±6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.5%","±0.8","5.4%","±0.8","6.2%","±4.1","8.5%","±6.2","2.4%","±2.9"
"        1 or more","","","","","","","","","","","","","","","","","","","","","93.2%","±0.5","93.7%","±0.5","85.9%","±3.0","91.8%","±3.7","76.5%","±6.9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.5%","±0.8","94.6%","±0.8","93.8%","±4.1","91.5%","±6.2","97.6%","±2.9"
"    SELECTED CHARACTERISTICS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        No telephone service available","","","","","","","","","","","","","","","","","","","","","1.5%","±0.2","1.4%","±0.2","2.3%","±1.3","2.8%","±2.0","1.5%","±1.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.2%","±0.3","1.2%","±0.3","1.3%","±1.4","0.0%","±1.3","3.5%","±3.7"
"        Limited English Speaking Households","","","","","","","","","","","","","","","","","","","","","1.4%","±0.3","0.1%","±0.1","21.3%","±4.3","18.2%","±5.3","26.3%","±6.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.1%","±0.3","0.4%","±0.2","18.7%","±6.3","18.3%","±7.9","19.2%","±11.0"
"Owner-occupied housing units","","","","","","","","","","","","","","","","","","","","","86,357","±1,280","83,016","±1,371","3,341","±431","2,629","±404","712","±210","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64,632","±1,029","62,523","±1,074","2,109","±394","1,444","±281","665","±278"
"    SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than 30 percent","","","","","","","","","","","","","","","","","","","","","77.7%","±1.1","77.9%","±1.1","72.2%","±5.5","75.1%","±5.3","61.4%","±15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.0%","±1.6","74.8%","±1.7","78.9%","±6.3","77.2%","±8.0","82.6%","±12.7"
"        30 percent or more","","","","","","","","","","","","","","","","","","","","","22.3%","±1.1","22.1%","±1.1","27.8%","±5.5","24.9%","±5.3","38.6%","±15.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.0%","±1.6","25.2%","±1.7","21.1%","±6.3","22.8%","±8.0","17.4%","±12.7"
"Renter-occupied housing units","","","","","","","","","","","","","","","","","","","","","37,027","±1,256","33,258","±1,127","3,769","±441","1,740","±291","2,029","±328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22,287","±1,170","21,058","±1,162","1,229","±367","639","±270","590","±264"
"    GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Less than 30 percent","","","","","","","","","","","","","","","","","","","","","56.8%","±2.1","56.8%","±2.3","57.1%","±6.4","57.2%","±8.4","57.0%","±10.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.4%","±2.3","57.6%","±2.3","55.1%","±16.5","46.6%","±24.1","64.2%","±19.2"
"        30 percent or more","","","","","","","","","","","","","","","","","","","","","43.2%","±2.1","43.2%","±2.3","42.9%","±6.4","42.8%","±8.4","43.0%","±10.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.6%","±2.3","42.4%","±2.3","44.9%","±16.5","53.4%","±24.1","35.8%","±19.2"
